territory_code_full,territory_code_numeric,territory_code_ine,name,level,level_code,district_code,district_name,municipality_code,municipality_name,parish_code,parish_name,region
LOCAL-170208,170208,170208,Covas do Barroso,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170200,Boticas,LOCAL-170208,Covas do Barroso,Norte
LOCAL-170210,170210,170210,Dornelas,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170200,Boticas,LOCAL-170210,Dornelas,Norte
LOCAL-170213,170213,170213,Pinho,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170200,Boticas,LOCAL-170213,Pinho,Norte
LOCAL-170215,170215,170215,Sapiãos,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170200,Boticas,LOCAL-170215,Sapiãos,Norte
LOCAL-170221,170221,170221,Vilar e Viveiro,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170200,Boticas,LOCAL-170221,Vilar e Viveiro,Norte
LOCAL-170302,170302,170302,Anelhe,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170302,Anelhe,Norte
LOCAL-170305,170305,170305,Bustelo,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170305,Bustelo,Norte
LOCAL-170356,170356,170356,Calvão e Soutelinho da Raia,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170356,Calvão e Soutelinho da Raia,Norte
LOCAL-170309,170309,170309,Cimo de Vila da Castanheira,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170309,Cimo de Vila da Castanheira,Norte
LOCAL-170310,170310,170310,Curalha,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170310,Curalha,Norte
LOCAL-170355,170355,170355,"Eiras, São Julião de Montenegro e Cela",freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170355,"Eiras, São Julião de Montenegro e Cela",Norte
LOCAL-170312,170312,170312,Ervededo,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170312,Ervededo,Norte
LOCAL-170313,170313,170313,Faiões,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170313,Faiões,Norte
LOCAL-170314,170314,170314,Lama de Arcos,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170314,Lama de Arcos,Norte
LOCAL-170357,170357,170357,Loivos e Póvoa de Agrações,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170357,Loivos e Póvoa de Agrações,Norte
LOCAL-170354,170354,170354,Madalena e Samaiões,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170354,Madalena e Samaiões,Norte
LOCAL-170316,170316,170316,Mairos,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170316,Mairos,Norte
LOCAL-170317,170317,170317,Moreiras,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170317,Moreiras,Norte
LOCAL-170318,170318,170318,Nogueira da Montanha,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170318,Nogueira da Montanha,Norte
LOCAL-170320,170320,170320,Oura,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170320,Oura,Norte
LOCAL-170321,170321,170321,Outeiro Seco,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170321,Outeiro Seco,Norte
LOCAL-170322,170322,170322,Paradela,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170322,Paradela,Norte
LOCAL-170353,170353,170353,Planalto de Monforte (Oucidres e Bobadela),freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170353,Planalto de Monforte (Oucidres e Bobadela),Norte
LOCAL-170324,170324,170324,Redondelo,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170324,Redondelo,Norte
LOCAL-170327,170327,170327,Sanfins,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170327,Sanfins,Norte
LOCAL-170358,170358,170358,Santa Cruz/Trindade e Sanjurge,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170358,Santa Cruz/Trindade e Sanjurge,Norte
LOCAL-170329,170329,170329,Santa Leocádia,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170329,Santa Leocádia,Norte
LOCAL-170350,170350,170350,Santa Maria Maior,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170350,Santa Maria Maior,Norte
LOCAL-170330,170330,170330,Santo António de Monforte,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170330,Santo António de Monforte,Norte
LOCAL-170331,170331,170331,Santo Estêvão,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170331,Santo Estêvão,Norte
LOCAL-170359,170359,170359,Soutelo e Seara Velha,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170359,Soutelo e Seara Velha,Norte
LOCAL-170333,170333,170333,São Pedro de Agostém,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170333,São Pedro de Agostém,Norte
LOCAL-170334,170334,170334,São Vicente,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170334,São Vicente,Norte
LOCAL-170360,170360,170360,Travancas e Roriz,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170360,Travancas e Roriz,Norte
LOCAL-170340,170340,170340,Tronco,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170340,Tronco,Norte
LOCAL-170341,170341,170341,Vale de Anta,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170341,Vale de Anta,Norte
LOCAL-170361,170361,170361,"Vidago, Arcossó, Selhariz, Vilarinho Paranheiras",freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170361,"Vidago, Arcossó, Selhariz, Vilarinho Paranheiras",Norte
LOCAL-170343,170343,170343,Vila Verde da Raia,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170343,Vila Verde da Raia,Norte
LOCAL-170344,170344,170344,Vilar de Nantes,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170344,Vilar de Nantes,Norte
LOCAL-170345,170345,170345,Vilarelho da Raia,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170345,Vilarelho da Raia,Norte
LOCAL-170347,170347,170347,Vilas Boas,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170347,Vilas Boas,Norte
LOCAL-170348,170348,170348,Vilela Seca,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170348,Vilela Seca,Norte
LOCAL-170349,170349,170349,Vilela do Tâmega,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170349,Vilela do Tâmega,Norte
LOCAL-170301,170301,170301,Águas Frias,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,LOCAL-170301,Águas Frias,Norte
LOCAL-170401,170401,170401,Barqueiros,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170400,Mesão Frio,LOCAL-170401,Barqueiros,Norte
LOCAL-170402,170402,170402,Cidadelhe,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170400,Mesão Frio,LOCAL-170402,Cidadelhe,Norte
LOCAL-170408,170408,170408,Mesão Frio (Santo André),freguesia,7,LOCAL-170000,Vila Real,LOCAL-170400,Mesão Frio,LOCAL-170408,Mesão Frio (Santo André),Norte
LOCAL-170403,170403,170403,Oliveira,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170400,Mesão Frio,LOCAL-170403,Oliveira,Norte
LOCAL-170407,170407,170407,Vila Marim,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170400,Mesão Frio,LOCAL-170407,Vila Marim,Norte
LOCAL-170501,170501,170501,Atei,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170500,Mondim de Basto,LOCAL-170501,Atei,Norte
LOCAL-170502,170502,170502,Bilhó,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170500,Mondim de Basto,LOCAL-170502,Bilhó,Norte
LOCAL-170509,170509,170509,Campanhó e Paradança,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170500,Mondim de Basto,LOCAL-170509,Campanhó e Paradança,Norte
LOCAL-170510,170510,170510,Ermelo e Pardelhas,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170500,Mondim de Basto,LOCAL-170510,Ermelo e Pardelhas,Norte
LOCAL-170505,170505,170505,São Cristóvão de Mondim de Basto,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170500,Mondim de Basto,LOCAL-170505,São Cristóvão de Mondim de Basto,Norte
LOCAL-170508,170508,170508,Vilar de Ferreiros,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170500,Mondim de Basto,LOCAL-170508,Vilar de Ferreiros,Norte
LOCAL-170601,170601,170601,Cabril,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170601,Cabril,Norte
LOCAL-170636,170636,170636,"Cambeses do Rio, Donões e Mourilhe",freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170636,"Cambeses do Rio, Donões e Mourilhe",Norte
LOCAL-170603,170603,170603,Cervos,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170603,Cervos,Norte
LOCAL-170604,170604,170604,Chã,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170604,Chã,Norte
LOCAL-170607,170607,170607,Covelo do Gerês,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170607,Covelo do Gerês,Norte
LOCAL-170609,170609,170609,Ferral,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170609,Ferral,Norte
LOCAL-170612,170612,170612,Gralhas,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170612,Gralhas,Norte
LOCAL-170637,170637,170637,Meixedo e Padornelos,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170637,Meixedo e Padornelos,Norte
LOCAL-170638,170638,170638,Montalegre e Padroso,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170638,Montalegre e Padroso,Norte
LOCAL-170616,170616,170616,Morgade,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170616,Morgade,Norte
LOCAL-170618,170618,170618,Negrões,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170618,Negrões,Norte
LOCAL-170619,170619,170619,Outeiro,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170619,Outeiro,Norte
LOCAL-170639,170639,170639,"Paradela, Contim e Fiães",freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170639,"Paradela, Contim e Fiães",Norte
LOCAL-170623,170623,170623,Pitões das Junias,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170623,Pitões das Junias,Norte
LOCAL-170625,170625,170625,Reigoso,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170625,Reigoso,Norte
LOCAL-170626,170626,170626,Salto,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170626,Salto,Norte
LOCAL-170627,170627,170627,Santo André,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170627,Santo André,Norte
LOCAL-170629,170629,170629,Sarraquinhos,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170629,Sarraquinhos,Norte
LOCAL-170640,170640,170640,Sezelhe e Covelães,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170640,Sezelhe e Covelães,Norte
LOCAL-170631,170631,170631,Solveira,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170631,Solveira,Norte
LOCAL-170632,170632,170632,Tourém,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170632,Tourém,Norte
LOCAL-170641,170641,170641,Venda Nova e Pondras,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170641,Venda Nova e Pondras,Norte
LOCAL-170642,170642,170642,Viade de Baixo e Fervidelas,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170642,Viade de Baixo e Fervidelas,Norte
LOCAL-170635,170635,170635,Vila da Ponte,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170635,Vila da Ponte,Norte
LOCAL-170643,170643,170643,Vilar de Perdizes e Meixide,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,LOCAL-170643,Vilar de Perdizes e Meixide,Norte
LOCAL-170701,170701,170701,Candedo,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170700,Murça,LOCAL-170701,Candedo,Norte
LOCAL-170710,170710,170710,Carva e Vilares,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170700,Murça,LOCAL-170710,Carva e Vilares,Norte
LOCAL-170703,170703,170703,Fiolhoso,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170700,Murça,LOCAL-170703,Fiolhoso,Norte
LOCAL-170704,170704,170704,Jou,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170700,Murça,LOCAL-170704,Jou,Norte
LOCAL-170705,170705,170705,Murça,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170700,Murça,LOCAL-170705,Murça,Norte
LOCAL-170711,170711,170711,Noura e Palheiros,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170700,Murça,LOCAL-170711,Noura e Palheiros,Norte
LOCAL-170708,170708,170708,Valongo de Milhais,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170700,Murça,LOCAL-170708,Valongo de Milhais,Norte
LOCAL-170802,170802,170802,Fontelas,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170800,Peso da Régua,LOCAL-170802,Fontelas,Norte
LOCAL-170813,170813,170813,Galafura e Covelinhas,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170800,Peso da Régua,LOCAL-170813,Galafura e Covelinhas,Norte
LOCAL-170805,170805,170805,Loureiro,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170800,Peso da Régua,LOCAL-170805,Loureiro,Norte
LOCAL-170814,170814,170814,Moura Morta e Vinhós,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170800,Peso da Régua,LOCAL-170814,Moura Morta e Vinhós,Norte
LOCAL-170815,170815,170815,Peso da Régua e Godim,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170800,Peso da Régua,LOCAL-170815,Peso da Régua e Godim,Norte
LOCAL-170816,170816,170816,Poiares e Canelas,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170800,Peso da Régua,LOCAL-170816,Poiares e Canelas,Norte
LOCAL-170809,170809,170809,Sedielos,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170800,Peso da Régua,LOCAL-170809,Sedielos,Norte
LOCAL-170810,170810,170810,Vilarinho dos Freires,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170800,Peso da Régua,LOCAL-170810,Vilarinho dos Freires,Norte
LOCAL-170901,170901,170901,Alvadia,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170900,Ribeira de Pena,LOCAL-170901,Alvadia,Norte
LOCAL-170902,170902,170902,Canedo,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170900,Ribeira de Pena,LOCAL-170902,Canedo,Norte
LOCAL-170908,170908,170908,Cerva e Limões,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170900,Ribeira de Pena,LOCAL-170908,Cerva e Limões,Norte
LOCAL-170909,170909,170909,Salvador e Santo Aleixo de Além-Tâmega,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170900,Ribeira de Pena,LOCAL-170909,Salvador e Santo Aleixo de Além-Tâmega,Norte
LOCAL-170906,170906,170906,Santa Marinha,freguesia,7,LOCAL-170000,Vila Real,LOCAL-170900,Ribeira de Pena,LOCAL-170906,Santa Marinha,Norte
LOCAL-171001,171001,171001,Celeirós,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171000,Sabrosa,LOCAL-171001,Celeirós,Norte
LOCAL-171002,171002,171002,Covas do Douro,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171000,Sabrosa,LOCAL-171002,Covas do Douro,Norte
LOCAL-171004,171004,171004,Gouvinhas,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171000,Sabrosa,LOCAL-171004,Gouvinhas,Norte
LOCAL-171005,171005,171005,Parada de Pinhão,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171000,Sabrosa,LOCAL-171005,Parada de Pinhão,Norte
LOCAL-171007,171007,171007,Paços,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171000,Sabrosa,LOCAL-171007,Paços,Norte
LOCAL-171016,171016,171016,"Provesende, Gouvães e S.Cristóvão do Douro",freguesia,7,LOCAL-170000,Vila Real,LOCAL-171000,Sabrosa,LOCAL-171016,"Provesende, Gouvães e S.Cristóvão do Douro",Norte
LOCAL-171009,171009,171009,Sabrosa,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171000,Sabrosa,LOCAL-171009,Sabrosa,Norte
LOCAL-171013,171013,171013,Souto Maior,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171000,Sabrosa,LOCAL-171013,Souto Maior,Norte
LOCAL-171011,171011,171011,São Lourenço de Ribapinhão,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171000,Sabrosa,LOCAL-171011,São Lourenço de Ribapinhão,Norte
LOCAL-171017,171017,171017,São Martinho de Antas e Paradela de Guiães,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171000,Sabrosa,LOCAL-171017,São Martinho de Antas e Paradela de Guiães,Norte
LOCAL-171014,171014,171014,Torre do Pinhão,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171000,Sabrosa,LOCAL-171014,Torre do Pinhão,Norte
LOCAL-171015,171015,171015,Vilarinho de São Romão,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171000,Sabrosa,LOCAL-171015,Vilarinho de São Romão,Norte
LOCAL-171101,171101,171101,Alvações do Corgo,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171100,Santa Marta de Penaguião,LOCAL-171101,Alvações do Corgo,Norte
LOCAL-171102,171102,171102,Cumieira,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171100,Santa Marta de Penaguião,LOCAL-171102,Cumieira,Norte
LOCAL-171103,171103,171103,Fontes,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171100,Santa Marta de Penaguião,LOCAL-171103,Fontes,Norte
LOCAL-171111,171111,171111,Lobrigos (S.Miguel e S.João Baptista) e Sanhoane,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171100,Santa Marta de Penaguião,LOCAL-171111,Lobrigos (S.Miguel e S.João Baptista) e Sanhoane,Norte
LOCAL-171112,171112,171112,Louredo e Fornelos,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171100,Santa Marta de Penaguião,LOCAL-171112,Louredo e Fornelos,Norte
LOCAL-171106,171106,171106,Medrões,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171100,Santa Marta de Penaguião,LOCAL-171106,Medrões,Norte
LOCAL-171110,171110,171110,Sever,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171100,Santa Marta de Penaguião,LOCAL-171110,Sever,Norte
LOCAL-171203,171203,171203,Algeriz,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171203,Algeriz,Norte
LOCAL-171205,171205,171205,Bouçoães,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171205,Bouçoães,Norte
LOCAL-171206,171206,171206,Canaveses,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171206,Canaveses,Norte
LOCAL-171232,171232,171232,Carrazedo de Montenegro e Curros,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171232,Carrazedo de Montenegro e Curros,Norte
LOCAL-171209,171209,171209,Ervões,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171209,Ervões,Norte
LOCAL-171211,171211,171211,Fornos do Pinhal,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171211,Fornos do Pinhal,Norte
LOCAL-171212,171212,171212,Friões,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171212,Friões,Norte
LOCAL-171233,171233,171233,"Lebução, Fiães e Nozelos",freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171233,"Lebução, Fiães e Nozelos",Norte
LOCAL-171215,171215,171215,Padrela e Tazem,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171215,Padrela e Tazem,Norte
LOCAL-171216,171216,171216,Possacos,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171216,Possacos,Norte
LOCAL-171217,171217,171217,Rio Torto,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171217,Rio Torto,Norte
LOCAL-171219,171219,171219,Santa Maria de Emeres,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171219,Santa Maria de Emeres,Norte
LOCAL-171220,171220,171220,Santa Valha,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171220,Santa Valha,Norte
LOCAL-171221,171221,171221,Santiago da Ribeira de Alhariz,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171221,Santiago da Ribeira de Alhariz,Norte
LOCAL-171224,171224,171224,Serapicos,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171224,Serapicos,Norte
LOCAL-171234,171234,171234,Sonim e Barreiros,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171234,Sonim e Barreiros,Norte
LOCAL-171222,171222,171222,São João da Corveira,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171222,São João da Corveira,Norte
LOCAL-171223,171223,171223,São Pedro de Veiga de Lila,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171223,São Pedro de Veiga de Lila,Norte
LOCAL-171235,171235,171235,Tinhela e Alvarelhos,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171235,Tinhela e Alvarelhos,Norte
LOCAL-171227,171227,171227,Vales,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171227,Vales,Norte
LOCAL-171236,171236,171236,Valpaços e Sanfins,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171236,Valpaços e Sanfins,Norte
LOCAL-171229,171229,171229,Vassal,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171229,Vassal,Norte
LOCAL-171230,171230,171230,Veiga de Lila,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171230,Veiga de Lila,Norte
LOCAL-171231,171231,171231,Vilarandelo,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171231,Vilarandelo,Norte
LOCAL-171201,171201,171201,Água Revés e Crasto,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,LOCAL-171201,Água Revés e Crasto,Norte
LOCAL-171302,171302,171302,Alfarela de Jales,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,LOCAL-171302,Alfarela de Jales,Norte
LOCAL-171319,171319,171319,Alvão,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,LOCAL-171319,Alvão,Norte
LOCAL-171303,171303,171303,Bornes de Aguiar,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,LOCAL-171303,Bornes de Aguiar,Norte
LOCAL-171304,171304,171304,Bragado,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,LOCAL-171304,Bragado,Norte
LOCAL-171305,171305,171305,Capeludos,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,LOCAL-171305,Capeludos,Norte
LOCAL-171320,171320,171320,Pensalvos e Parada de Monteiros,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,LOCAL-171320,Pensalvos e Parada de Monteiros,Norte
LOCAL-171317,171317,171317,Sabroso de Aguiar,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,LOCAL-171317,Sabroso de Aguiar,Norte
LOCAL-171310,171310,171310,Soutelo de Aguiar,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,LOCAL-171310,Soutelo de Aguiar,Norte
LOCAL-171311,171311,171311,Telões,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,LOCAL-171311,Telões,Norte
LOCAL-171312,171312,171312,Tresminas,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,LOCAL-171312,Tresminas,Norte
LOCAL-171313,171313,171313,Valoura,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,LOCAL-171313,Valoura,Norte
LOCAL-171314,171314,171314,Vila Pouca de Aguiar,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,LOCAL-171314,Vila Pouca de Aguiar,Norte
LOCAL-171315,171315,171315,Vreia de Bornes,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,LOCAL-171315,Vreia de Bornes,Norte
LOCAL-171316,171316,171316,Vreia de Jales,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,LOCAL-171316,Vreia de Jales,Norte
LOCAL-171401,171401,171401,Abaças,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171400,Vila Real,LOCAL-171401,Abaças,Norte
LOCAL-171431,171431,171431,Adoufe e Vilarinho de Samardã,freguesia,7,LOCAL-170000,Vila Real,LOCAL-171400,Vila Real,LOCAL-171431,Adoufe e Vilarinho de Samardã,Norte
