territory_code_full,territory_code_numeric,territory_code_ine,name,level,level_code,parent_code,parent_code_numeric,parent_name,municipality_code,municipality_name,district_code,district_code_numeric,district_name,region
LOCAL-160606,160606,160606,Cuide de Vila Verde,freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160627,160627,160627,"Entre Ambos-os-Rios, Ermida e Germil",freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160611,160611,160611,Lavradas,freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160612,160612,160612,Lindoso,freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160613,160613,160613,Nogueira,freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160614,160614,160614,Oleiros,freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160628,160628,160628,"Ponte da Barca, V.N. Muía, Paço Vedro Magalhães",freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160619,160619,160619,Sampriz,freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160629,160629,160629,Touvedo (São Lourenço e Salvador),freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160623,160623,160623,Vade (São Pedro),freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160624,160624,160624,Vade (São Tomé),freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160630,160630,160630,Vila Chã (São João Baptista e Santiago),freguesia,7,LOCAL-160600,160600,Ponte da Barca,LOCAL-160600,Ponte da Barca,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160701,160701,160701,Anais,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160752,160752,160752,Arca e Ponte de Lima,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160704,160704,160704,Arcozelo,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160753,160753,160753,"Ardegão, Freixo e Mato",freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160754,160754,160754,Associação de freguesias do Vale do Neiva,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160707,160707,160707,Beiral do Lima,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160708,160708,160708,Bertiandos,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160709,160709,160709,Boalhosa,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160710,160710,160710,Brandara,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160755,160755,160755,Bárrio e Cepões,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160756,160756,160756,Cabaços e Fojo Lobal,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160757,160757,160757,Cabração e Moreira do Lima,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160713,160713,160713,Calheiros,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160714,160714,160714,Calvelo,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160716,160716,160716,Correlhã,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160717,160717,160717,Estorãos,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160718,160718,160718,Facha,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160719,160719,160719,Feitosa,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160721,160721,160721,Fontão,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160758,160758,160758,Fornelos e Queijada,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160724,160724,160724,Friastelas,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160726,160726,160726,Gandra,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160727,160727,160727,Gemieira,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160728,160728,160728,Gondufe,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160729,160729,160729,Labruja,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160759,160759,160759,"Labrujó, Rendufe e Vilar do Monte",freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160760,160760,160760,Navió e Vitorino dos Piães,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160734,160734,160734,Poiares,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160744,160744,160744,Rebordões (Santa Maria),freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160747,160747,160747,Rebordões (Souto),freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160737,160737,160737,Refóios do Lima,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160739,160739,160739,Ribeira,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160742,160742,160742,Santa Comba,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160743,160743,160743,Santa Cruz do Lima,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160745,160745,160745,Seara,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160746,160746,160746,Serdedelo,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160740,160740,160740,Sá,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160703,160703,160703,São Pedro d'Arcos,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160750,160750,160750,Vitorino das Donas,freguesia,7,LOCAL-160700,160700,Ponte de Lima,LOCAL-160700,Ponte de Lima,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160802,160802,160802,Boivão,freguesia,7,LOCAL-160800,160800,Valença,LOCAL-160800,Valença,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160803,160803,160803,Cerdal,freguesia,7,LOCAL-160800,160800,Valença,LOCAL-160800,Valença,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160805,160805,160805,Fontoura,freguesia,7,LOCAL-160800,160800,Valença,LOCAL-160800,Valença,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160806,160806,160806,Friestas,freguesia,7,LOCAL-160800,160800,Valença,LOCAL-160800,Valença,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160817,160817,160817,Gandra e Taião,freguesia,7,LOCAL-160800,160800,Valença,LOCAL-160800,Valença,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160808,160808,160808,Ganfei,freguesia,7,LOCAL-160800,160800,Valença,LOCAL-160800,Valença,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160818,160818,160818,Gondomil e Sanfins,freguesia,7,LOCAL-160800,160800,Valença,LOCAL-160800,Valença,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160819,160819,160819,São Julião e Silva,freguesia,7,LOCAL-160800,160800,Valença,LOCAL-160800,Valença,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160812,160812,160812,São Pedro da Torre,freguesia,7,LOCAL-160800,160800,Valença,LOCAL-160800,Valença,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160820,160820,160820,"Valença, Cristelo Covo e Arão",freguesia,7,LOCAL-160800,160800,Valença,LOCAL-160800,Valença,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160816,160816,160816,Verdoejo,freguesia,7,LOCAL-160800,160800,Valença,LOCAL-160800,Valença,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160901,160901,160901,Afife,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160902,160902,160902,Alvarães,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160903,160903,160903,Amonde,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160904,160904,160904,Anha,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160905,160905,160905,Areosa,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160941,160941,160941,Barroselas e Carvoeiro,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160942,160942,160942,Cardielos e Serreleis,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160908,160908,160908,Carreço,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160910,160910,160910,Castelo do Neiva,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160940,160940,160940,Chafé,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160911,160911,160911,Darque,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160914,160914,160914,Freixieiro de Soutelo,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160943,160943,160943,Geraz do Lima e Deão,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160915,160915,160915,Lanheses,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160944,160944,160944,Mazarefes e Vila Fria,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160920,160920,160920,Montaria,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160922,160922,160922,Mujães,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160945,160945,160945,"Nogueira, Meixedo e Vilar de Murteda",freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160925,160925,160925,Outeiro,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160926,160926,160926,Perre,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160948,160948,160948,Santa Maria Maior e Monserrate e Meadela,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160928,160928,160928,Santa Marta de Portuzelo,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160946,160946,160946,"Subportela, Deocriste e Portela Susã",freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160923,160923,160923,São Romão de Neiva,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160947,160947,160947,Torre e Vila Mou,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160935,160935,160935,Vila Franca,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-160938,160938,160938,Vila de Punhe,freguesia,7,LOCAL-160900,160900,Viana do Castelo,LOCAL-160900,Viana do Castelo,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-161016,161016,161016,Campos e Vila Meã,freguesia,7,LOCAL-161000,161000,Vila Nova de Cerveira,LOCAL-161000,Vila Nova de Cerveira,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-161017,161017,161017,Candemil e Gondar,freguesia,7,LOCAL-161000,161000,Vila Nova de Cerveira,LOCAL-161000,Vila Nova de Cerveira,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-161003,161003,161003,Cornes,freguesia,7,LOCAL-161000,161000,Vila Nova de Cerveira,LOCAL-161000,Vila Nova de Cerveira,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-161004,161004,161004,Covas,freguesia,7,LOCAL-161000,161000,Vila Nova de Cerveira,LOCAL-161000,Vila Nova de Cerveira,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-161006,161006,161006,Gondarém,freguesia,7,LOCAL-161000,161000,Vila Nova de Cerveira,LOCAL-161000,Vila Nova de Cerveira,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-161007,161007,161007,Loivo,freguesia,7,LOCAL-161000,161000,Vila Nova de Cerveira,LOCAL-161000,Vila Nova de Cerveira,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-161009,161009,161009,Mentrestido,freguesia,7,LOCAL-161000,161000,Vila Nova de Cerveira,LOCAL-161000,Vila Nova de Cerveira,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-161018,161018,161018,Reboreda e Nogueira,freguesia,7,LOCAL-161000,161000,Vila Nova de Cerveira,LOCAL-161000,Vila Nova de Cerveira,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-161012,161012,161012,Sapardos,freguesia,7,LOCAL-161000,161000,Vila Nova de Cerveira,LOCAL-161000,Vila Nova de Cerveira,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-161013,161013,161013,Sopo,freguesia,7,LOCAL-161000,161000,Vila Nova de Cerveira,LOCAL-161000,Vila Nova de Cerveira,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-161019,161019,161019,Vila Nova de Cerveira e Lovelhe,freguesia,7,LOCAL-161000,161000,Vila Nova de Cerveira,LOCAL-161000,Vila Nova de Cerveira,LOCAL-160000,160000,Viana do Castelo,Norte
LOCAL-170101,170101,170101,Alijó,freguesia,7,LOCAL-170100,170100,Alijó,LOCAL-170100,Alijó,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170120,170120,170120,Carlão e Amieiro,freguesia,7,LOCAL-170100,170100,Alijó,LOCAL-170100,Alijó,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170121,170121,170121,Castedo e Cotas,freguesia,7,LOCAL-170100,170100,Alijó,LOCAL-170100,Alijó,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170107,170107,170107,Favaios,freguesia,7,LOCAL-170100,170100,Alijó,LOCAL-170100,Alijó,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170108,170108,170108,Pegarinhos,freguesia,7,LOCAL-170100,170100,Alijó,LOCAL-170100,Alijó,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170109,170109,170109,Pinhão,freguesia,7,LOCAL-170100,170100,Alijó,LOCAL-170100,Alijó,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170122,170122,170122,Pópulo e Ribalonga,freguesia,7,LOCAL-170100,170100,Alijó,LOCAL-170100,Alijó,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170112,170112,170112,Sanfins do Douro,freguesia,7,LOCAL-170100,170100,Alijó,LOCAL-170100,Alijó,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170113,170113,170113,Santa Eugénia,freguesia,7,LOCAL-170100,170100,Alijó,LOCAL-170100,Alijó,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170114,170114,170114,São Mamede de Ribatua,freguesia,7,LOCAL-170100,170100,Alijó,LOCAL-170100,Alijó,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170123,170123,170123,"Vale de Mendiz, Casal de Loivos e Vilarinho",freguesia,7,LOCAL-170100,170100,Alijó,LOCAL-170100,Alijó,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170116,170116,170116,Vila Chã,freguesia,7,LOCAL-170100,170100,Alijó,LOCAL-170100,Alijó,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170117,170117,170117,Vila Verde,freguesia,7,LOCAL-170100,170100,Alijó,LOCAL-170100,Alijó,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170118,170118,170118,Vilar de Maçada,freguesia,7,LOCAL-170100,170100,Alijó,LOCAL-170100,Alijó,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170217,170217,170217,Alturas do Barroso e Cerdedo,freguesia,7,LOCAL-170200,170200,Boticas,LOCAL-170200,Boticas,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170218,170218,170218,Ardãos e Bobadela,freguesia,7,LOCAL-170200,170200,Boticas,LOCAL-170200,Boticas,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170203,170203,170203,Beça,freguesia,7,LOCAL-170200,170200,Boticas,LOCAL-170200,Boticas,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170219,170219,170219,Boticas e Granja,freguesia,7,LOCAL-170200,170200,Boticas,LOCAL-170200,Boticas,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170220,170220,170220,"Codessoso, Curros e Fiães do Tâmega",freguesia,7,LOCAL-170200,170200,Boticas,LOCAL-170200,Boticas,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170208,170208,170208,Covas do Barroso,freguesia,7,LOCAL-170200,170200,Boticas,LOCAL-170200,Boticas,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170210,170210,170210,Dornelas,freguesia,7,LOCAL-170200,170200,Boticas,LOCAL-170200,Boticas,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170213,170213,170213,Pinho,freguesia,7,LOCAL-170200,170200,Boticas,LOCAL-170200,Boticas,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170215,170215,170215,Sapiãos,freguesia,7,LOCAL-170200,170200,Boticas,LOCAL-170200,Boticas,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170221,170221,170221,Vilar e Viveiro,freguesia,7,LOCAL-170200,170200,Boticas,LOCAL-170200,Boticas,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170302,170302,170302,Anelhe,freguesia,7,LOCAL-170300,170300,Chaves,LOCAL-170300,Chaves,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170305,170305,170305,Bustelo,freguesia,7,LOCAL-170300,170300,Chaves,LOCAL-170300,Chaves,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170356,170356,170356,Calvão e Soutelinho da Raia,freguesia,7,LOCAL-170300,170300,Chaves,LOCAL-170300,Chaves,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170309,170309,170309,Cimo de Vila da Castanheira,freguesia,7,LOCAL-170300,170300,Chaves,LOCAL-170300,Chaves,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170310,170310,170310,Curalha,freguesia,7,LOCAL-170300,170300,Chaves,LOCAL-170300,Chaves,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170355,170355,170355,"Eiras, São Julião de Montenegro e Cela",freguesia,7,LOCAL-170300,170300,Chaves,LOCAL-170300,Chaves,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170312,170312,170312,Ervededo,freguesia,7,LOCAL-170300,170300,Chaves,LOCAL-170300,Chaves,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170313,170313,170313,Faiões,freguesia,7,LOCAL-170300,170300,Chaves,LOCAL-170300,Chaves,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170314,170314,170314,Lama de Arcos,freguesia,7,LOCAL-170300,170300,Chaves,LOCAL-170300,Chaves,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170357,170357,170357,Loivos e Póvoa de Agrações,freguesia,7,LOCAL-170300,170300,Chaves,LOCAL-170300,Chaves,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170354,170354,170354,Madalena e Samaiões,freguesia,7,LOCAL-170300,170300,Chaves,LOCAL-170300,Chaves,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170316,170316,170316,Mairos,freguesia,7,LOCAL-170300,170300,Chaves,LOCAL-170300,Chaves,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170317,170317,170317,Moreiras,freguesia,7,LOCAL-170300,170300,Chaves,LOCAL-170300,Chaves,LOCAL-170000,170000,Vila Real,Norte
LOCAL-170318,170318,170318,Nogueira da Montanha,freguesia,7,LOCAL-170300,170300,Chaves,LOCAL-170300,Chaves,LOCAL-170000,170000,Vila Real,Norte
