territory_code,territory_name,district_code,municipality_code,parish_code,district_name,full_municipality_id,full_parish_id
LOCAL-140207,Moitas Venda,14,02,07,Santarém,14-02,14-02-07
LOCAL-140208,Monsanto,14,02,08,Santarém,14-02,14-02-08
LOCAL-140209,Serra de Santo António,14,02,09,Santarém,14-02,14-02-09
LOCAL-140211,Alcanena e Vila Moreira,14,02,11,Santarém,14-02,14-02-11
LOCAL-140212,"Malhou, Louriceira e Espinheiro",14,02,12,Santarém,14-02,14-02-12
LOCAL-140301,Almeirim,14,03,01,Santarém,14-03,14-03-01
LOCAL-140302,Benfica do Ribatejo,14,03,02,Santarém,14-03,14-03-02
LOCAL-140303,Fazendas de Almeirim,14,03,03,Santarém,14-03,14-03-03
LOCAL-140304,Raposa,14,03,04,Santarém,14-03,14-03-04
LOCAL-140401,Alpiarça,14,04,01,Santarém,14-04,14-04-01
LOCAL-140501,Benavente,14,05,01,Santarém,14-05,14-05-01
LOCAL-140502,Samora Correia,14,05,02,Santarém,14-05,14-05-02
LOCAL-140503,Santo Estêvão,14,05,03,Santarém,14-05,14-05-03
LOCAL-140504,Barrosa,14,05,04,Santarém,14-05,14-05-04
LOCAL-140604,Pontével,14,06,04,Santarém,14-06,14-06-04
LOCAL-140605,Valada,14,06,05,Santarém,14-06,14-06-05
LOCAL-140607,Vila Chã de Ourique,14,06,07,Santarém,14-06,14-06-07
LOCAL-140608,Vale da Pedra,14,06,08,Santarém,14-06,14-06-08
LOCAL-140609,Cartaxo e Vale da Pinta,14,06,09,Santarém,14-06,14-06-09
LOCAL-140610,Ereira e Lapa,14,06,10,Santarém,14-06,14-06-10
LOCAL-140704,Ulme,14,07,04,Santarém,14-07,14-07-04
LOCAL-140705,Vale de Cavalos,14,07,05,Santarém,14-07,14-07-05
LOCAL-140707,Carregueira,14,07,07,Santarém,14-07,14-07-07
LOCAL-140708,Chamusca e Pinheiro Grande,14,07,08,Santarém,14-07,14-07-08
LOCAL-140709,Parreira e Chouto,14,07,09,Santarém,14-07,14-07-09
LOCAL-140801,Constância,14,08,01,Santarém,14-08,14-08-01
LOCAL-140802,Montalvo,14,08,02,Santarém,14-08,14-08-02
LOCAL-140803,Santa Margarida da Coutada,14,08,03,Santarém,14-08,14-08-03
LOCAL-140902,Couço,14,09,02,Santarém,14-09,14-09-02
LOCAL-140903,São José da Lamarosa,14,09,03,Santarém,14-09,14-09-03
LOCAL-140905,Branca,14,09,05,Santarém,14-09,14-09-05
LOCAL-140907,Biscainho,14,09,07,Santarém,14-09,14-09-07
LOCAL-140908,Santana do Mato,14,09,08,Santarém,14-09,14-09-08
LOCAL-140909,"Coruche, Fajarda e Erra",14,09,09,Santarém,14-09,14-09-09
LOCAL-141001,São João Baptista,14,10,01,Santarém,14-10,14-10-01
LOCAL-141002,Nossa Senhora de Fátima,14,10,02,Santarém,14-10,14-10-02
LOCAL-141101,Águas Belas,14,11,01,Santarém,14-11,14-11-01
LOCAL-141103,Beco,14,11,03,Santarém,14-11,14-11-03
LOCAL-141104,Chãos,14,11,04,Santarém,14-11,14-11-04
LOCAL-141106,Ferreira do Zêzere,14,11,06,Santarém,14-11,14-11-06
LOCAL-141107,Igreja Nova do Sobral,14,11,07,Santarém,14-11,14-11-07
LOCAL-141110,Nossa Senhora do Pranto,14,11,10,Santarém,14-11,14-11-10
LOCAL-141111,Areias e Pias,14,11,11,Santarém,14-11,14-11-11
LOCAL-141201,Azinhaga,14,12,01,Santarém,14-12,14-12-01
LOCAL-141202,Golegã,14,12,02,Santarém,14-12,14-12-02
LOCAL-141203,Pombalinho,14,12,03,Santarém,14-12,14-12-03
LOCAL-141302,Amêndoa,14,13,02,Santarém,14-13,14-13-02
LOCAL-141303,Cardigos,14,13,03,Santarém,14-13,14-13-03
LOCAL-141304,Carvoeiro,14,13,04,Santarém,14-13,14-13-04
LOCAL-141305,Envendos,14,13,05,Santarém,14-13,14-13-05
LOCAL-141307,Ortiga,14,13,07,Santarém,14-13,14-13-07
LOCAL-141309,"Mação, Penhascoso e Aboboreira",14,13,09,Santarém,14-13,14-13-09
LOCAL-141401,Alcobertas,14,14,01,Santarém,14-14,14-14-01
LOCAL-141402,Arrouquelas,14,14,02,Santarém,14-14,14-14-02
LOCAL-141405,Fráguas,14,14,05,Santarém,14-14,14-14-05
LOCAL-141408,Rio Maior,14,14,08,Santarém,14-14,14-14-08
LOCAL-141410,Asseiceira,14,14,10,Santarém,14-14,14-14-10
LOCAL-141411,São Sebastião,14,14,11,Santarém,14-14,14-14-11
LOCAL-141415,Azambujeira e Malaqueijo,14,14,15,Santarém,14-14,14-14-15
LOCAL-141416,Marmeleira e Assentiz,14,14,16,Santarém,14-14,14-14-16
LOCAL-141417,Outeiro da Cortiçada e Arruda dos Pisões,14,14,17,Santarém,14-14,14-14-17
LOCAL-141418,São João da Ribeira e Ribeira de São João,14,14,18,Santarém,14-14,14-14-18
LOCAL-141502,Marinhais,14,15,02,Santarém,14-15,14-15-02
LOCAL-141503,Muge,14,15,03,Santarém,14-15,14-15-03
LOCAL-141507,Glória do Ribatejo e Granho,14,15,07,Santarém,14-15,14-15-07
LOCAL-141508,Salvaterra de Magos e Foros de Salvaterra,14,15,08,Santarém,14-15,14-15-08
LOCAL-141601,Abitureiras,14,16,01,Santarém,14-16,14-16-01
LOCAL-141602,Abrã,14,16,02,Santarém,14-16,14-16-02
LOCAL-141604,Alcanede,14,16,04,Santarém,14-16,14-16-04
LOCAL-141605,Alcanhões,14,16,05,Santarém,14-16,14-16-05
LOCAL-141606,Almoster,14,16,06,Santarém,14-16,14-16-06
LOCAL-141607,Amiais de Baixo,14,16,07,Santarém,14-16,14-16-07
LOCAL-141608,Arneiro das Milhariças,14,16,08,Santarém,14-16,14-16-08
LOCAL-141613,Moçarria,14,16,13,Santarém,14-16,14-16-13
LOCAL-141614,Pernes,14,16,14,Santarém,14-16,14-16-14
LOCAL-141616,Póvoa da Isenta,14,16,16,Santarém,14-16,14-16-16
LOCAL-141625,Vale de Santarém,14,16,25,Santarém,14-16,14-16-25
LOCAL-141628,Gançaria,14,16,28,Santarém,14-16,14-16-28
LOCAL-141629,"Achete, Azoia de Baixo e Póvoa de Santarém",14,16,29,Santarém,14-16,14-16-29
LOCAL-141630,Azoia de Cima e Tremês,14,16,30,Santarém,14-16,14-16-30
LOCAL-141631,Casével e Vaqueiros,14,16,31,Santarém,14-16,14-16-31
LOCAL-141632,Romeira e Várzea,14,16,32,Santarém,14-16,14-16-32
LOCAL-141633,Cidade de Santarém,14,16,33,Santarém,14-16,14-16-33
LOCAL-141634,São Vicente do Paul e Vale de Figueira,14,16,34,Santarém,14-16,14-16-34
LOCAL-141701,Alcaravela,14,17,01,Santarém,14-17,14-17-01
LOCAL-141702,Santiago de Montalegre,14,17,02,Santarém,14-17,14-17-02
LOCAL-141703,Sardoal,14,17,03,Santarém,14-17,14-17-03
LOCAL-141704,Valhascos,14,17,04,Santarém,14-17,14-17-04
LOCAL-141802,Asseiceira,14,18,02,Santarém,14-18,14-18-02
LOCAL-141804,Carregueiros,14,18,04,Santarém,14-18,14-18-04
LOCAL-141808,Olalhas,14,18,08,Santarém,14-18,14-18-08
LOCAL-141809,Paialvo,14,18,09,Santarém,14-18,14-18-09
LOCAL-141813,São Pedro de Tomar,14,18,13,Santarém,14-18,14-18-13
LOCAL-141814,Sabacheira,14,18,14,Santarém,14-18,14-18-14
LOCAL-141817,Além da Ribeira e Pedreira,14,18,17,Santarém,14-18,14-18-17
LOCAL-141818,Casais e Alviobeira,14,18,18,Santarém,14-18,14-18-18
LOCAL-141819,Madalena e Beselga,14,18,19,Santarém,14-18,14-18-19
LOCAL-141820,Serra e Junceira,14,18,20,Santarém,14-18,14-18-20
LOCAL-141821,São João Baptista e Santa Maria dos Olivais,14,18,21,Santarém,14-18,14-18-21
LOCAL-141902,Assentiz,14,19,02,Santarém,14-19,14-19-02
LOCAL-141904,Chancelaria,14,19,04,Santarém,14-19,14-19-04
LOCAL-141909,Pedrógão,14,19,09,Santarém,14-19,14-19-09
LOCAL-141910,Riachos,14,19,10,Santarém,14-19,14-19-10
LOCAL-141916,Zibreira,14,19,16,Santarém,14-19,14-19-16
LOCAL-141917,Meia Via,14,19,17,Santarém,14-19,14-19-17
LOCAL-141918,"Brogueira, Parceiros de Igreja e Alcorochel",14,19,18,Santarém,14-19,14-19-18
LOCAL-141919,Olaia e Paço,14,19,19,Santarém,14-19,14-19-19
LOCAL-141920,"Torres Novas (Santa Maria, Salvador e Santiago)",14,19,20,Santarém,14-19,14-19-20
LOCAL-141921,"Torres Novas (São Pedro), Lapas e Ribeira Branca",14,19,21,Santarém,14-19,14-19-21
LOCAL-142001,Atalaia,14,20,01,Santarém,14-20,14-20-01
LOCAL-142002,Praia do Ribatejo,14,20,02,Santarém,14-20,14-20-02
LOCAL-142003,Tancos,14,20,03,Santarém,14-20,14-20-03
LOCAL-142006,Vila Nova da Barquinha,14,20,06,Santarém,14-20,14-20-06
LOCAL-142101,Alburitel,14,21,01,Santarém,14-21,14-21-01
LOCAL-142102,Atouguia,14,21,02,Santarém,14-21,14-21-02
LOCAL-142104,Caxarias,14,21,04,Santarém,14-21,14-21-04
LOCAL-142105,Espite,14,21,05,Santarém,14-21,14-21-05
LOCAL-142106,Fátima,14,21,06,Santarém,14-21,14-21-06
LOCAL-142111,Nossa Senhora das Misericórdias,14,21,11,Santarém,14-21,14-21-11
LOCAL-142113,Seiça,14,21,13,Santarém,14-21,14-21-13
LOCAL-142114,Urqueira,14,21,14,Santarém,14-21,14-21-14
LOCAL-142115,Nossa Senhora da Piedade,14,21,15,Santarém,14-21,14-21-15
LOCAL-142119,"Freixianda, Ribeira do Fárrio e Formigais",14,21,19,Santarém,14-21,14-21-19
LOCAL-142120,Gondemaria e Olival,14,21,20,Santarém,14-21,14-21-20
LOCAL-142121,Matas e Cercal,14,21,21,Santarém,14-21,14-21-21
LOCAL-142122,Rio de Couros e Casal dos Bernardos,14,21,22,Santarém,14-21,14-21-22
LOCAL-150104,Torrão,15,01,04,Setúbal,15-01,15-01-04
LOCAL-150105,São Martinho,15,01,05,Setúbal,15-01,15-01-05
LOCAL-150106,Comporta,15,01,06,Setúbal,15-01,15-01-06
LOCAL-150107,Santa Maria do Castelo e Santiago e Santa Susana,15,01,07,Setúbal,15-01,15-01-07
LOCAL-150201,Alcochete,15,02,01,Setúbal,15-02,15-02-01
LOCAL-150202,Samouco,15,02,02,Setúbal,15-02,15-02-02
LOCAL-150203,São Francisco,15,02,03,Setúbal,15-02,15-02-03
LOCAL-150303,Costa da Caparica,15,03,03,Setúbal,15-03,15-03-03
LOCAL-150312,"Almada, Cova da Piedade, Pragal e Cacilhas",15,03,12,Setúbal,15-03,15-03-12
LOCAL-150313,Caparica e Trafaria,15,03,13,Setúbal,15-03,15-03-13
LOCAL-150314,Charneca de Caparica e Sobreda,15,03,14,Setúbal,15-03,15-03-14
LOCAL-150315,Laranjeiro e Feijó,15,03,15,Setúbal,15-03,15-03-15
LOCAL-150407,Santo António da Charneca,15,04,07,Setúbal,15-04,15-04-07
LOCAL-150409,"Alto do Seixalinho, Santo André e Verderena",15,04,09,Setúbal,15-04,15-04-09
LOCAL-150410,Barreiro e Lavradio,15,04,10,Setúbal,15-04,15-04-10
LOCAL-150411,Palhais e Coina,15,04,11,Setúbal,15-04,15-04-11
LOCAL-150501,Azinheira dos Barros e São Mamede do Sádão,15,05,01,Setúbal,15-05,15-05-01
LOCAL-150503,Melides,15,05,03,Setúbal,15-05,15-05-03
LOCAL-150505,Carvalhal,15,05,05,Setúbal,15-05,15-05-05
LOCAL-150506,Grândola e Santa Margarida da Serra,15,05,06,Setúbal,15-05,15-05-06
LOCAL-150601,Alhos Vedros,15,06,01,Setúbal,15-06,15-06-01
LOCAL-150603,Moita,15,06,03,Setúbal,15-06,15-06-03
LOCAL-150607,Baixa da Banheira e Vale da Amoreira,15,06,07,Setúbal,15-06,15-06-07
LOCAL-150608,Gaio-Rosário e Sarilhos Pequenos,15,06,08,Setúbal,15-06,15-06-08
LOCAL-150701,Canha,15,07,01,Setúbal,15-07,15-07-01
LOCAL-150704,Sarilhos Grandes,15,07,04,Setúbal,15-07,15-07-04
LOCAL-150709,Atalaia e Alto Estanqueiro-Jardia,15,07,09,Setúbal,15-07,15-07-09
LOCAL-150710,Montijo e Afonsoeiro,15,07,10,Setúbal,15-07,15-07-10
LOCAL-150711,Pegões,15,07,11,Setúbal,15-07,15-07-11
LOCAL-150802,Palmela,15,08,02,Setúbal,15-08,15-08-02
LOCAL-150803,Pinhal Novo,15,08,03,Setúbal,15-08,15-08-03
LOCAL-150804,Quinta do Anjo,15,08,04,Setúbal,15-08,15-08-04
LOCAL-150806,Poceirão e Marateca,15,08,06,Setúbal,15-08,15-08-06
LOCAL-150901,Abela,15,09,01,Setúbal,15-09,15-09-01
LOCAL-150902,Alvalade,15,09,02,Setúbal,15-09,15-09-02
LOCAL-150903,Cercal,15,09,03,Setúbal,15-09,15-09-03
LOCAL-150904,Ermidas-Sado,15,09,04,Setúbal,15-09,15-09-04
LOCAL-150907,Santo André,15,09,07,Setúbal,15-09,15-09-07
LOCAL-150910,São Francisco da Serra,15,09,10,Setúbal,15-09,15-09-10
LOCAL-150912,"Santiago do Cacém, S.Cruz e S.Bartolomeu da Serra",15,09,12,Setúbal,15-09,15-09-12
LOCAL-150913,São Domingos e Vale de Água,15,09,13,Setúbal,15-09,15-09-13
LOCAL-151002,Amora,15,10,02,Setúbal,15-10,15-10-02
LOCAL-151005,Corroios,15,10,05,Setúbal,15-10,15-10-05
LOCAL-151006,Fernão Ferro,15,10,06,Setúbal,15-10,15-10-06
LOCAL-151007,"Seixal, Arrentela e Aldeia de Paio Pires",15,10,07,Setúbal,15-10,15-10-07
LOCAL-151101,Sesimbra (Castelo),15,11,01,Setúbal,15-11,15-11-01
LOCAL-151102,Sesimbra (Santiago),15,11,02,Setúbal,15-11,15-11-02
LOCAL-151103,Quinta do Conde,15,11,03,Setúbal,15-11,15-11-03
LOCAL-151205,Setúbal (São Sebastião),15,12,05,Setúbal,15-12,15-12-05
LOCAL-151207,Gâmbia-Pontes-Alto da Guerra,15,12,07,Setúbal,15-12,15-12-07
LOCAL-151208,Sado,15,12,08,Setúbal,15-12,15-12-08
LOCAL-151209,Azeitão (São Lourenço e São Simão),15,12,09,Setúbal,15-12,15-12-09
LOCAL-151210,"S.Julião, N.S. da Anunciada e S.Maria da Graça",15,12,10,Setúbal,15-12,15-12-10
LOCAL-151301,Sines,15,13,01,Setúbal,15-13,15-13-01
LOCAL-151302,Porto Covo,15,13,02,Setúbal,15-13,15-13-02
LOCAL-160101,Aboim das Choças,16,01,01,Viana do Castelo,16-01,16-01-01
LOCAL-160102,Aguiã,16,01,02,Viana do Castelo,16-01,16-01-02
LOCAL-160104,Ázere,16,01,04,Viana do Castelo,16-01,16-01-04
LOCAL-160105,Cabana Maior,16,01,05,Viana do Castelo,16-01,16-01-05
LOCAL-160106,Cabreiro,16,01,06,Viana do Castelo,16-01,16-01-06
LOCAL-160108,Cendufe,16,01,08,Viana do Castelo,16-01,16-01-08
LOCAL-160109,Couto,16,01,09,Viana do Castelo,16-01,16-01-09
LOCAL-160113,Gavieira,16,01,13,Viana do Castelo,16-01,16-01-13
LOCAL-160115,Gondoriz,16,01,15,Viana do Castelo,16-01,16-01-15
LOCAL-160121,Miranda,16,01,21,Viana do Castelo,16-01,16-01-21
LOCAL-160122,Monte Redondo,16,01,22,Viana do Castelo,16-01,16-01-22
LOCAL-160123,Oliveira,16,01,23,Viana do Castelo,16-01,16-01-23
LOCAL-160124,Paçô,16,01,24,Viana do Castelo,16-01,16-01-24
LOCAL-160125,Padroso,16,01,25,Viana do Castelo,16-01,16-01-25
LOCAL-160128,Prozelo,16,01,28,Viana do Castelo,16-01,16-01-28
LOCAL-160130,Rio Frio,16,01,30,Viana do Castelo,16-01,16-01-30
LOCAL-160131,Rio de Moinhos,16,01,31,Viana do Castelo,16-01,16-01-31
LOCAL-160133,Sabadim,16,01,33,Viana do Castelo,16-01,16-01-33
LOCAL-160142,Jolda (São Paio),16,01,42,Viana do Castelo,16-01,16-01-42
LOCAL-160144,Senharei,16,01,44,Viana do Castelo,16-01,16-01-44
LOCAL-160145,Sistelo,16,01,45,Viana do Castelo,16-01,16-01-45
LOCAL-160146,Soajo,16,01,46,Viana do Castelo,16-01,16-01-46
LOCAL-160149,Vale,16,01,49,Viana do Castelo,16-01,16-01-49
LOCAL-160152,Alvora e Loureda,16,01,52,Viana do Castelo,16-01,16-01-52
LOCAL-160153,Arcos de Valdevez (São Paio) e Giela,16,01,53,Viana do Castelo,16-01,16-01-53
LOCAL-160154,"Arcos de Valdevez (Salvador), Vila Fonche e Parada",16,01,54,Viana do Castelo,16-01,16-01-54
LOCAL-160155,Eiras e Mei,16,01,55,Viana do Castelo,16-01,16-01-55
LOCAL-160156,Grade e Carralcova,16,01,56,Viana do Castelo,16-01,16-01-56
LOCAL-160157,Guilhadeses e Santar,16,01,57,Viana do Castelo,16-01,16-01-57
LOCAL-160158,Jolda (Madalena) e Rio Cabrão,16,01,58,Viana do Castelo,16-01,16-01-58
LOCAL-160159,Padreiro (Salvador e Santa Cristina),16,01,59,Viana do Castelo,16-01,16-01-59
LOCAL-160160,Portela e Extremo,16,01,60,Viana do Castelo,16-01,16-01-60
LOCAL-160161,São Jorge e Ermelo,16,01,61,Viana do Castelo,16-01,16-01-61
LOCAL-160162,Souto e Tabaçô,16,01,62,Viana do Castelo,16-01,16-01-62
LOCAL-160163,Távora (Santa Maria e São Vicente),16,01,63,Viana do Castelo,16-01,16-01-63
LOCAL-160164,"Vilela, São Cosme e São Damião e Sá",16,01,64,Viana do Castelo,16-01,16-01-64
LOCAL-160201,Âncora,16,02,01,Viana do Castelo,16-02,16-02-01
LOCAL-160205,Argela,16,02,05,Viana do Castelo,16-02,16-02-05
LOCAL-160209,Dem,16,02,09,Viana do Castelo,16-02,16-02-09
LOCAL-160211,Lanhelas,16,02,11,Viana do Castelo,16-02,16-02-11
LOCAL-160214,Riba de Âncora,16,02,14,Viana do Castelo,16-02,16-02-14
LOCAL-160215,Seixas,16,02,15,Viana do Castelo,16-02,16-02-15
LOCAL-160217,Vila Praia de Âncora,16,02,17,Viana do Castelo,16-02,16-02-17
LOCAL-160218,Vilar de Mouros,16,02,18,Viana do Castelo,16-02,16-02-18
LOCAL-160220,Vile,16,02,20,Viana do Castelo,16-02,16-02-20
LOCAL-160221,"Arga (Baixo, Cima e São João)",16,02,21,Viana do Castelo,16-02,16-02-21
LOCAL-160222,Caminha (Matriz) e Vilarelho,16,02,22,Viana do Castelo,16-02,16-02-22
LOCAL-160223,Gondar e Orbacém,16,02,23,Viana do Castelo,16-02,16-02-23
LOCAL-160224,Moledo e Cristelo,16,02,24,Viana do Castelo,16-02,16-02-24
LOCAL-160225,Venade e Azevedo,16,02,25,Viana do Castelo,16-02,16-02-25
LOCAL-160301,Alvaredo,16,03,01,Viana do Castelo,16-03,16-03-01
LOCAL-160304,Cousso,16,03,04,Viana do Castelo,16-03,16-03-04
LOCAL-160305,Cristoval,16,03,05,Viana do Castelo,16-03,16-03-05
LOCAL-160307,Fiães,16,03,07,Viana do Castelo,16-03,16-03-07
LOCAL-160308,Gave,16,03,08,Viana do Castelo,16-03,16-03-08
LOCAL-160311,Paderne,16,03,11,Viana do Castelo,16-03,16-03-11
LOCAL-160313,Penso,16,03,13,Viana do Castelo,16-03,16-03-13
LOCAL-160317,São Paio,16,03,17,Viana do Castelo,16-03,16-03-17
LOCAL-160319,Castro Laboreiro e Lamas de Mouro,16,03,19,Viana do Castelo,16-03,16-03-19
LOCAL-160320,Chaviães e Paços,16,03,20,Viana do Castelo,16-03,16-03-20
LOCAL-160321,Parada do Monte e Cubalhão,16,03,21,Viana do Castelo,16-03,16-03-21
LOCAL-160322,Prado e Remoães,16,03,22,Viana do Castelo,16-03,16-03-22
LOCAL-160323,Vila e Roussas,16,03,23,Viana do Castelo,16-03,16-03-23
LOCAL-160401,Abedim,16,04,01,Viana do Castelo,16-04,16-04-01
LOCAL-160404,Barbeita,16,04,04,Viana do Castelo,16-04,16-04-04
LOCAL-160405,Barroças e Taias,16,04,05,Viana do Castelo,16-04,16-04-05
LOCAL-160406,Bela,16,04,06,Viana do Castelo,16-04,16-04-06
LOCAL-160407,Cambeses,16,04,07,Viana do Castelo,16-04,16-04-07
LOCAL-160410,Lara,16,04,10,Viana do Castelo,16-04,16-04-10
LOCAL-160411,Longos Vales,16,04,11,Viana do Castelo,16-04,16-04-11
LOCAL-160415,Merufe,16,04,15,Viana do Castelo,16-04,16-04-15
LOCAL-160418,Moreira,16,04,18,Viana do Castelo,16-04,16-04-18
LOCAL-160420,Pias,16,04,20,Viana do Castelo,16-04,16-04-20
LOCAL-160421,Pinheiros,16,04,21,Viana do Castelo,16-04,16-04-21
LOCAL-160422,Podame,16,04,22,Viana do Castelo,16-04,16-04-22
LOCAL-160423,Portela,16,04,23,Viana do Castelo,16-04,16-04-23
LOCAL-160424,Riba de Mouro,16,04,24,Viana do Castelo,16-04,16-04-24
LOCAL-160427,Segude,16,04,27,Viana do Castelo,16-04,16-04-27
LOCAL-160428,Tangil,16,04,28,Viana do Castelo,16-04,16-04-28
LOCAL-160431,Trute,16,04,31,Viana do Castelo,16-04,16-04-31
LOCAL-160434,Anhões e Luzio,16,04,34,Viana do Castelo,16-04,16-04-34
LOCAL-160435,Ceivães e Badim,16,04,35,Viana do Castelo,16-04,16-04-35
LOCAL-160436,Mazedo e Cortes,16,04,36,Viana do Castelo,16-04,16-04-36
LOCAL-160437,"Messegães, Valadares e Sá",16,04,37,Viana do Castelo,16-04,16-04-37
LOCAL-160438,Monção e Troviscoso,16,04,38,Viana do Castelo,16-04,16-04-38
LOCAL-160439,"Sago, Lordelo e Parada",16,04,39,Viana do Castelo,16-04,16-04-39
LOCAL-160440,Troporiz e Lapela,16,04,40,Viana do Castelo,16-04,16-04-40
LOCAL-160501,Agualonga,16,05,01,Viana do Castelo,16-05,16-05-01
LOCAL-160503,Castanheira,16,05,03,Viana do Castelo,16-05,16-05-03
LOCAL-160505,Coura,16,05,05,Viana do Castelo,16-05,16-05-05
LOCAL-160507,Cunha,16,05,07,Viana do Castelo,16-05,16-05-07
LOCAL-160510,Infesta,16,05,10,Viana do Castelo,16-05,16-05-10
LOCAL-160513,Mozelos,16,05,13,Viana do Castelo,16-05,16-05-13
LOCAL-160514,Padornelo,16,05,14,Viana do Castelo,16-05,16-05-14
LOCAL-160515,Parada,16,05,15,Viana do Castelo,16-05,16-05-15
LOCAL-160519,Romarigães,16,05,19,Viana do Castelo,16-05,16-05-19
